,Company,State,Type of breach,Type of organization,Total Records,Description of incident,Year,Latitude,Longitude
6022,Kelley Imaging Systems,Washington,HACK,medical,627.0,"Location of breached information: Desktop Computer, Electronic Medical Record, Network Server
Business associate present: Yes
",2018,37.09024,-95.712891
6023,Ithaca college,New York,UNKN,educational,359.0,"Information on this security breach is provided by the Office of the Indiana Attorney General
",2018,0.0,0.0
6024,"Med Associates, Inc.",New York,HACK,medical,276057.0,"Location of breached information: Desktop Computer
Business associate present: Yes
",2018,37.09024,-95.712891
6025,Gwenn S Robinson MD,New Mexico,HACK,medical,2500.0,"Location of breached information: Desktop Computer
Business associate present: No
",2018,37.09024,-95.712891
6026,Dean Health Plan,Wisconsin,DISC,medical,1311.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,37.09024,-95.712891
6027,New Jersey Department of Human Services,New Jersey,DISC,medical,1263.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,37.09024,-95.712891
6028,CHRISTUS Spohn Hospital Corpus Christi-Shoreline,Texas,PHYS,medical,1805.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,37.09024,-95.712891
6029,Central christian college of kansas,Kansas,UNKN,educational,631.0,"Information on this security breach is provided by the Office of the Indiana Attorney General
",2017,0.0,0.0
6030,"David S. Ng, O.D.",California,PHYS,medical,758.0,"Location of breached information: Other Portable Electronic Device
Business associate present: No
",2018,37.09024,-95.712891
6031,"Peter J Parker, M.D., Inc.",California,DISC,medical,628.0,"Location of breached information: Electronic Medical Record
Business associate present: Yes
",2018,37.09024,-95.712891
6032,Family Healthcare of Lake Norman,North Carolina,HACK,medical,500.0,"Location of breached information: Network Server
Business associate present: No
",2018,37.09024,-95.712891
6033,VA Long Beach Healthcare System,California,DISC,medical,1030.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,37.09024,-95.712891
6034,"InfuSystem, Inc.",Michigan,HACK,medical,3882.0,"Location of breached information: Email
Business associate present: No
",2018,37.09024,-95.712891
6035,San Francisco Department of Public Health,California,DISC,medical,900.0,"Location of breached information: Network Server
Business associate present: Yes
",2018,37.09024,-95.712891
6036,"Progressions Behavioral Health Services, Inc.",Pennsylvania,HACK,medical,1303.0,"Location of breached information: Email
Business associate present: No
",2018,37.09024,-95.712891
6037,University of Michigan/Michigan Medicine,Michigan,PHYS,educational,871.0,"Location of breached information: Laptop
Business associate present: No
",2018,0.0,0.0
6038,Community Cancer Center,Illinois,HACK,medical,500.0,"Location of breached information: Desktop Computer, Network Server
Business associate present: No
",2018,37.09024,-95.712891
6039,NameTests,California,DISC,social,120000000.0,"According to a post on Medium by the security researcher that discovered the flaw, Inti De Ceukelaire, ""Nametests.com, the website behind the quizzes, recently fixed a flaw that publicly exposed information of their more than 120 million monthly users — even after they deleted the app. . . .Who was affected?According to Facebook, NameTests has more than 120 million active monthly users. I have no insights in how many users have given their data to the app since their launch early 2015. It is important to note that if this flaw was ever abused, only the users that actually visited the attacker’s website would have their data leaked to the attacker.What Data could have been leaked?Depending on what quizzes you took, the javascript could leak your facebook ID, first name, last name, language, gender, date of birth, profile picture, cover photo, currency, devices you use, when your information was last updated, your posts and statuses, your photos and your friends.What data could have been leaked after the app was deleted?If you ever took a quiz and removed the app afterwards, external websites would still be able to read your facebook id, first name, last name, language, gender, date of birth. You could have only prevented this from happening if you manually deleted your cookies, as the website does not offer a logout functionality."" ",2017,37.09024,-95.712891
6040,Children's Mercy Hospital,Missouri,DISC,medical,1463.0,"Location of breached information: Other
Business associate present: No
",2018,37.09024,-95.712891
6041,Adidas,California,HACK,social,2000000.0,"The athletic-wear company alerted customers on Thursday about a possible data breach on its U.S. website. A preliminary investigation found the leaked data includes contact information, usernames and encrypted passwords, the company said in a statement. Adidas said it does not believe any credit card or health and fitness information was compromised.“We are alerting certain consumers who purchased on adidas.com/US about a potential data security incident. At this time this is a few million consumers,” a spokeswoman said in an email. ",2018,37.09024,-95.712891
6042,"Associated Dermatology & Skin Cancer Clinic of Helena, PC",Montana,PHYS,medical,1254.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,37.09024,-95.712891
6043,Arkansas Children's Hospital,Arkansas,DISC,medical,4521.0,"Location of breached information: Electronic Medical Record
Business associate present: No
",2018,37.09024,-95.712891
6044,Hunt Memorial Hospital District,Texas,DISC,medical,1887.0,"Location of breached information: Email
Business associate present: No
",2018,37.09024,-95.712891
6045,Planned Parenthood of the Heartland,Iowa,DISC,medical,515.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,37.09024,-95.712891
6046,Advanced Orthopedic Center,Florida,HACK,medical,1647.0,"Location of breached information: Network Server
Business associate present: Yes
",2018,37.09024,-95.712891
6047,Exactis,Florida,DISC,online,340000000.0,"According to Wired, ""Exactis, a data broker based in Palm Coast, Florida, had exposed a database that contained close to 340 million individual records on a publicly accessible server. The haul comprises close to 2 terabytes of data that appears to include personal information on hundreds of millions of American adults, as well as millions of businesses. While the precise number of individuals included in the data isn't clear—and the leak doesn't seem to contain credit card information or Social Security numbers—it does go into minute detail for each individual listed, including phone numbers, home addresses, email addresses, and other highly personal characteristics for every name. The categories range from interests and habits to the number, age, and gender of the person's children.""It seems like this is a database with pretty much every US citizen in it,"" says Troia, who is the founder of his own New York-based security company, Night Lion Security. Troia notes that almost every person he's searched for in the database, he's found. And when WIRED asked him to find records for a list of 10 specific people in the database, he very quickly found six of them. ""I don’t know where the data is coming from, but it’s one of the most comprehensive collections I’ve ever seen,"" he says.""Aside from the sheer breadth of the Exactis leak, it may be even more remarkable for its depth: Each record contains entries that go far beyond contact information and public records to include more than 400 variables on a vast range of specific characteristics: whether the person smokes, their religion, whether they have dogs or cats, and interests as varied as scuba diving and plus-size apparel. WIRED independently analyzed a sample of the data Troia shared and confirmed its authenticity, though in some cases the information is outdated or inaccurate."" ",2018,29.584452,-81.20787
6048,"Advanced Law Enforcement Rapid Response Training, Texas State University",Texas,DISC,educational,50000.0,"According to ZDNet, ""A data breach at a federally funded active shooter training center has exposed the personal data of thousands of US law enforcement officials, ZDNet has learned.The cache of data contained identifiable information on local and state police officers, and federal agents, who sought out or underwent active shooter response training in the past few years. The backend database powers the website of Advanced Law Enforcement Rapid Response Training -- known as ALERRT -- at Texas State University.The database dates back to April 2017 and was uploaded a year later to a web server, believed to be owned by the organization, with no password protection.. . . .The database contained thousands of personal data records, including law enforcement officer's work contact information, with many of the records listing personal email addresses, work addresses, and cell numbers.Officials from the FBI, Customs and Border Protection (CBP), and the US Border Patrol were listed in the database.In another table, some 65,000 officers who had taken an ALERRT course and provided feedback had their full name and zip code exposed.Another table listed detailed histories on instructors, including their skills and training, while another contained the names of more than 17,000 instructors.Another table contained 51,345 sets of geolocation coordinates of schools, courts, police departments, and government buildings, like city halls and administrative offices. The data also included places of interest, such as where people gather -- like universities and malls. The list also contained, in some cases, police officers' home addresses. We confirmed this using Google's Street View, which in several cases revealed marked police vehicles outside the residence.Many of the emails contained or asked for sensitive data. Password reset emails would often ask users for their date of birth or the last four digits of their Social Security number for their profile. It's not clear why this data was needed, or if it was stored in another database.Other emails informed law enforcement staff of successful enrollment in classes, which contained names, email addresses, phone numbers, the course they were taking, and where and when the course was offered.That data alone would give anyone insight into the capabilities of police and law enforcement departments across the country.""** Disclaimer ** The number of breached records reported reflects our best estimate, based on all the data currently available.If you are a business representative and believe this number is inaccurate, please contact us at chronology@privacyrights.org and we will review and update this record. ",2018,0.0,0.0
6049,Home for Little Wanderers,Massachusetts,DISC,medical,861.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,37.09024,-95.712891
6050,"Physician Associates, LLC",Florida,DISC,medical,710.0,"Location of breached information: Other
Business associate present: Yes
",2018,37.09024,-95.712891
6051,Health Alliance Plan,Michigan,HACK,medical,2814.0,"Location of breached information: Desktop Computer, Email
Business associate present: No
",2018,37.09024,-95.712891
6052,VCU Health System,Virginia,DISC,medical,4686.0,"Location of breached information: Electronic Medical Record
Business associate present: No
",2018,37.09024,-95.712891
6053,"The Terteling Co., Inc., Group Benefit Plan ",Idaho,HACK,medical,4824.0,"Location of breached information: Email
Business associate present: No
",2018,37.09024,-95.712891
6054,Overlake arthritis and Osteoporosis Center,Washington,HACK,medical,627.0,"Location of breached information: Desktop Computer
Business associate present: No
",2018,37.09024,-95.712891
6055,GOLDEN HEART ADMINISTRATIVE PROFESSIONALS,Alaska,HACK,medical,44600.0,"Location of breached information: Network Server
Business associate present: Yes
",2018,37.09024,-95.712891
6056,MedEvolve,Arkansas,DISC,medical,205434.0,"Location of breached information: Network Server
Business associate present: Yes
",2018,37.09024,-95.712891
6057,"Blue Springs Family Care, P.C.",Missouri,HACK,medical,44979.0,"Location of breached information: Electronic Medical Record, Network Server
Business associate present: No
",2018,0.0,0.0
6058,"Midwestern Regional Medical Center, Inc.",Illinois,DISC,medical,2675.0,"Location of breached information: Other
Business associate present: No
",2018,0.0,0.0
6059,Billings Clinic,Montana,HACK,medical,8435.0,"Location of breached information: Email
Business associate present: No
",2018,37.09024,-95.712891
6060,Alive Hospice,Tennessee,HACK,medical,1868.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6061,Charles Cole Memorial Hospital,Pennsylvania,HACK,medical,790.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6062,"New England Dermatology, P.C.",Massachusetts,PHYS,medical,16154.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,37.09024,-95.712891
6063,Rocky Mountain Health Care Services,Colorado,PHYS,medical,1087.0,"Location of breached information: Laptop
Business associate present: No
",2018,37.09024,-95.712891
6064,Central New York Cardiology,New York,PHYS,medical,824.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,37.09024,-95.712891
6065,Purdue university,Indiana,UNKN,educational,26598.0,"Information on this security breach is provided by the Office of the Indiana Attorney General
",2018,0.0,0.0
6066,PA Dept. of Human Services,Pennsylvania,DISC,medical,2130.0,"Location of breached information: Other
Business associate present: No
",2018,0.0,0.0
6067,Sunspire Health,New Jersey,HACK,medical,6737.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6068,"Ruben U. Carvajal, MD",New York,HACK,medical,3775.0,"Location of breached information: Desktop Computer, Electronic Medical Record
Business associate present: No
",2018,37.09024,-95.712891
6069,Fairbanks North Star Borough,Alaska,HACK,financial,6346.0,"Location of breached information: Network Server
Business associate present: Yes
",2018,0.0,0.0
6070,Family Physicians of Old Town Fairfax PC,Virginia,HACK,medical,500.0,"Location of breached information: Network Server
Business associate present: No
",2018,0.0,0.0
6071,Orlando Orthopaedic Center,Florida,DISC,medical,19101.0,"Location of breached information: Network Server
Business associate present: Yes
",2018,0.0,0.0
6072,Boys Town National Research Hospital,Nebraska,HACK,medical,105309.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6073,NorthStar Anesthesia,Texas,HACK,medical,19807.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6074,"MedSpring of Texas, PA",Texas,HACK,medical,13034.0,"Location of breached information: Email
Business associate present: Yes
",2018,0.0,0.0
6075,Institute on Aging,California,HACK,medical,3907.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6076,StatCare Group LLC,Maryland,HACK,medical,679.0,"Location of breached information: Email
Business associate present: Yes
",2018,0.0,0.0
6077,Yale university,Connecticut,UNKN,educational,119000.0,"Information on this security breach is provided by the Office of the Indiana Attorney General
",2008,0.0,0.0
6078,"Longwood Orthopedic Associates, Inc.",Massachusetts,DISC,medical,10000.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6079,Confluence Health,Washington,HACK,medical,33821.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6080,"Ambercare Corporation, Inc.",New Mexico,PHYS,medical,2284.0,"Location of breached information: Laptop
Business associate present: No
",2018,0.0,0.0
6081,SSM Health St. Mary's Hospital - Jefferson City,Missouri,PHYS,medical,301000.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,0.0,0.0
6082,Southwestern Eye Center,Arizona,DISC,medical,667.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,0.0,0.0
6083,Kaiser Foundation Health Plan of Colorado,Colorado,DISC,medical,900.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,0.0,0.0
6084,"Don White, RN, DC, PC dba Canyon Rd Chiropractic and Massage",Oregon,HACK,medical,2900.0,"Location of breached information: Network Server
Business associate present: No
",2018,0.0,0.0
6085,"InterAct of Michigan, Inc.",Michigan,HACK,medical,1290.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6086,"Anne Arundel Dermatology, P.A.",Maryland,PHYS,medical,1310.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,0.0,0.0
6087,Trinity college of nursing and health sciences,Illinois,UNKN,educational,137.0,"Information on this security breach is provided by the Office of the Indiana Attorney General
",2018,0.0,0.0
6088,Wells Pharmacy Network,Florida,DISC,medical,10000.0,"Location of breached information: Email, Laptop, Other Portable Electronic Device
Business associate present: No
",2018,0.0,0.0
6089,Gordon Schanzlin New Vision Institute,California,PHYS,medical,1130.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,0.0,0.0
6090,"Wardell Orthopaedics, P.C.",Virginia,DISC,medical,552.0,"Location of breached information: Other
Business associate present: No
",2018,0.0,0.0
6091,"AU Medical Center, INC",Georgia,HACK,medical,417000.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6092,University Medical Center Physicians,Texas,HACK,medical,18500.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6093,"Acadiana Computer Systems, Inc.",Louisiana,HACK,medical,31151.0,"Location of breached information: Email
Business associate present: Yes
",2018,0.0,0.0
6094,"Chapman & Chapman, Inc.",Ohio,HACK,medical,2032.0,"Location of breached information: Email
Business associate present: Yes
",2018,0.0,0.0
6095,"Authentic Recovery Center, LLC",California,HACK,medical,1790.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6096,"Monroe Operations, LLC d/b/a Newport Academy and Center for Families",Tennessee,HACK,medical,1165.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6097,Legacy Health,Oregon,HACK,medical,38000.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6098,Family Medical Group Northeast PC,Oregon,DISC,medical,2077.0,"Location of breached information: Desktop Computer
Business associate present: No
",2018,0.0,0.0
6099,First coast podiatric surgery and wound,Florida,DISC,medical,500.0,"Location of breached information: Network Server
Business associate present: Yes
",2018,0.0,0.0
6100,South Alamo Medical Group P.A,Texas,DISC,medical,2180.0,"Location of breached information: Electronic Medical Record, Email, Laptop, Network Server
Business associate present: No
",2018,0.0,0.0
6101,"Greigh I. Hirata M.D. Inc, dba. Fetal Diagnostic Institute of the Pacific",Hawaii,HACK,medical,40800.0,"Location of breached information: Network Server
Business associate present: No
",2018,0.0,0.0
6102,United Methodist Homes,New York,DISC,medical,843.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6103,Carpenters Benefit Funds of Philadelphia,Pennsylvania,HACK,medical,20015.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6104,Hopebridge,Indiana,HACK,medical,1411.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6105,Reliable Respiratory,Massachusetts,HACK,medical,21311.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6106,TMC HealthCare,Arizona,DISC,medical,1776.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,0.0,0.0
6107,"Rockdale Blackhawk, LLC d/b/a Little River Healthcare",Texas,DISC,medical,1494.0,"Location of breached information: Electronic Medical Record, Other
Business associate present: No
",2018,0.0,0.0
6108,Boston Health Care for the Homeless Program,Massachusetts,DISC,medical,861.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,0.0,0.0
6109,Ohio Living,Ohio,HACK,medical,6510.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6110,"Catholic Charities Neighborhood Services, Inc.",New York,HACK,medical,565.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6111,"Simonian Sports Medicine Clinic, A Medical Corporation",California,DISC,medical,1541.0,"Location of breached information: Network Server
Business associate present: Yes
",2018,0.0,0.0
6112,Blue Cross & Blue Shield of Rhode Island,Rhode Island,DISC,medical,1567.0,"Location of breached information: Paper/Films
Business associate present: Yes
",2018,0.0,0.0
6113,Leominster Dermatology LLP,Massachusetts,DISC,medical,500.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,0.0,0.0
6114,"Guardant Health, Inc.",California,HACK,medical,1112.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6115,"Independence Blue Cross, LLC",Pennsylvania,DISC,medical,16762.0,"Location of breached information: Other
Business associate present: Yes
",2018,0.0,0.0
6116,Southwest Oregon IPA,Oregon,DISC,medical,1449.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,0.0,0.0
6117,SaverSpy,California,DISC,social,11000000.0,"According to reporting by Catalin Cimbanu for ZDNet, ""On Monday, a security researcher specialized in finding exposed databases has identified an unsecured MongoDB server that was leaking the personal details of nearly 11 million users. The server appears to belong to an email marketing firm based in California.The data, contained in a 43.5GB dataset, included full names, email addresses, gender information, and physical addresses such as state, city, and ZIP code for 10,999,535 users.All email addresses contained in this database were Yahoo-based, suggesting this was only a small part of a larger dataset, most likely stored on multiple servers.. . .While initially it was not clear who was the owner of this database, one small suffix in several records --such as ""Content-SaverSpy-09092018""-- suggested this data may belong to a company named SaverSpy.Combining a simple Google search along with the nature of the user records found in the exposed database led both this reporter and Diachenko to believe the data belonged to SaverSpy.com, a daily deals website. The SaverSpy.com website claims to operate under the Coupons.com brand, but a Quotient spokesperson told ZDNet today that SaverSpy is only part of an affiliate program.""",2018,0.0,0.0
6118,"Pulse Systems, Inc.",Kansas,DISC,medical,722.0,"Location of breached information: Paper/Films
Business associate present: Yes
",2018,0.0,0.0
6119,"Personal Assistance Services of Colorado, LLC",Colorado,HACK,medical,1839.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6120,"Facebook, Inc.",California,HACK,online,50000000.0,"According to the New York Times, Facebook suffered an ""attack"" on their system that led to the exposure of information of 50,000,000 users. ""The company discovered the breach earlier this week, finding that attackers had exploited a feature in Facebook’s code that allowed them to take over user accounts. Facebook fixed the vulnerability and notified law enforcement officials.More than 90 million of Facebook’s users were forced to log out of their accounts Friday morning, a common safety measure for compromised accounts.Facebook said it did not know the origin or identity of the attackers, nor had it fully assessed the scope of the attack. The company is in the beginning stages of its investigation.""  ",2018,0.0,0.0
6121,Chegg,California,HACK,educational,40000000.0,"According to a filing the company left with the SEC, Chegg, a technology giant specializing in textbook rental, has confirmed a data breach affecting some 40 million customers. Data exposed included usernames, email addresses, shipping addresses and hashed passwords. The company does not believe that financial data was taken.",2018,0.0,0.0
6122,New Mexico Retiree Health Care Authority,New Mexico,DISC,medical,586.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,0.0,0.0
6123,"Tillamook Chiropractic, PC",Oregon,HACK,medical,4058.0,"Location of breached information: Desktop Computer, Network Server
Business associate present: No
",2018,0.0,0.0
6124,University Of Missouri Health,Missouri,DISC,medical,706.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,0.0,0.0
6125,"Health First, Inc",Florida,HACK,medical,42000.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6126,Gold Coast Health Plan,California,HACK,medical,37005.0,"Location of breached information: Email
Business associate present: Yes
",2018,0.0,0.0
6127,National Ambulatory Hernia Institute,California,HACK,medical,15974.0,"Location of breached information: Network Server
Business associate present: No
",2018,0.0,0.0
6128,"Northwest Surgical Specialists, P.C. ",Washington,HACK,medical,2050.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6129,Dr. Amy Woodruff,Texas,HACK,medical,10862.0,"Location of breached information: Network Server
Business associate present: No
",2018,0.0,0.0
6130,Dr. Robert Carpenter,Texas,HACK,medical,3000.0,"Location of breached information: Network Server
Business associate present: No
",2018,0.0,0.0
6131,"Alphabet, Inc. - Google+",California,DISC,social,500000.0,"According to a press release, Alphabet Inc. is shutting down the social network Google+ following discovery of a bug affecting the profiles of nearly 500,000 users.Underlining this, as part of our Project Strobe audit, we discovered a bug in one of the Google+ People APIs:Users can grant access to their Profile data, and the public Profile information of their friends, to Google+ apps, via the API.The bug meant that apps also had access to Profile fields that were shared with the user, but not marked as public.  This data is limited to static, optional Google+ Profile fields including name, email address, occupation, gender and age. (See the full list on our developer site.) It does not include any other data you may have posted or connected to Google+ or any other service, like Google+ posts, messages, Google account data, phone numbers or G Suite content.We discovered and immediately patched this bug in March 2018. We believe it occurred after launch as a result of the API’s interaction with a subsequent Google+ code change.We made Google+ with privacy in mind and therefore keep this API’s log data for only two weeks. That means we cannot confirm which users were impacted by this bug. However, we ran a detailed analysis over the two weeks prior to patching the bug, and from that analysis, the Profiles of up to 500,000 Google+ accounts were potentially affected. Our analysis showed that up to 438 applications may have used this API.We found no evidence that any developer was aware of this bug, or abusing the API, and we found no evidence that any Profile data was misused.",2018,0.0,0.0
6132,Oklahoma Department of Human Services,Oklahoma,HACK,medical,813.0,"Location of breached information: Paper/Films
Business associate present: Yes
",2018,0.0,0.0
6133,Minnesota Department of Human Services,Minnesota,HACK,medical,20800.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6134,Cigna,Connecticut,HACK,medical,3500.0,"Location of breached information: Network Server
Business associate present: No
",2018,0.0,0.0
6135,Hormone Logics,Florida,PHYS,medical,3000.0,"Location of breached information: Desktop Computer, Email, Laptop, Network Server, Other Portable Electronic Device, Paper/Films
Business associate present: No
",2018,0.0,0.0
6136,MindBody - FitMetrix,Georgia,DISC,social,113500000.0,"As reported by TechChrunch:FitMetrix, a fitness technology and performance tracking company owned by gym booking giant Mindbody, has exposed millions of user records because it left several of its servers without a password. . .Last week, a security researcher found three FitMetrix unprotected servers leaking customer data.It isn’t known how long the servers had been exposed, but the servers were indexed by Shodan, a search engine for open ports and databases, in September.Bob Diachenko, Hacken.io’s director of cyber risk research, found the databases containing 113.5 million records — though it’s not known how many users were directly affected. Each record contained a user’s name, gender, email address, phone numbers, profile photos, their primary workout location, emergency contacts and more. Many of the records were not fully complete.",2018,0.0,0.0
6137,Blue Cross and Blue Shield of North Carolina (Blue Cross NC),North Carolina,DISC,medical,631.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,0.0,0.0
6138,The May Eye Care Center,Pennsylvania,HACK,medical,30000.0,"Location of breached information: Desktop Computer, Network Server
Business associate present: No
",2018,0.0,0.0
6139,West Sound Treatment Center,Washington,PHYS,medical,2300.0,"Location of breached information: Laptop
Business associate present: No
",2018,0.0,0.0
6140,Indiana University School of Medicine,Indiana,PHYS,medical,1431.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,0.0,0.0
6141,FirstCare Health Plans,Texas,DISC,medical,8056.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6142,Catawba Valley Medical Center,North Carolina,HACK,medical,20000.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6143,Employees Retirement System of Texas,Texas,DISC,medical,1248260.0,"Location of breached information: Other
Business associate present: No
",2018,0.0,0.0
6144,HealthFitness,Illinois,DISC,medical,1332.0,"Location of breached information: Other
Business associate present: Yes
",2018,0.0,0.0
6145,Yale University,Connecticut,DISC,medical,1102.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,0.0,0.0
6146,Smith Dental Care,Texas,HACK,medical,5000.0,"Location of breached information: Desktop Computer, Email
Business associate present: No
",2018,0.0,0.0
6147,Day Kimball Healthcare,Connecticut,DISC,medical,698.0,"Location of breached information: Electronic Medical Record
Business associate present: No
",2018,0.0,0.0
6148,The Centers for Medicare and Medicaid Services -,Maryland,HACK,governmental,75000.0,"According to the press release on their website, ""Earlier this week, CMS staff detected anomalous activity in the Federally Facilitated Exchanges, or FFE’s Direct Enrollment pathway for agents and brokers. The Direct Enrollment pathway, first launched in 2013, allows agents and brokers to assist consumers with applications for coverage in the FFE. At this time, we believe that approximately 75,000 individuals’ files were accessed. While this is a small fraction of consumer records present on the FFE, any breach of our system is unacceptable."" ",2018,0.0,0.0
6149,"Jones Eye Center, P.C.",Iowa,HACK,medical,39605.0,"Location of breached information: Network Server
Business associate present: No
",2018,0.0,0.0
6150,"CJ Elmwood Partners, L.P.",Iowa,HACK,medical,22416.0,"Location of breached information: Network Server
Business associate present: No
",2018,0.0,0.0
6151,The Children's Hospital of Philadelphia,Pennsylvania,HACK,medical,5368.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6152,Missouri Department of Mental Health,Missouri,DISC,medical,9000.0,"Location of breached information: Other
Business associate present: Yes
",2018,0.0,0.0
6153,"CNO Financial Group, Inc.",Indiana,DISC,medical,566217.0,"Location of breached information: Other
Business associate present: No
",2018,0.0,0.0
6154,"Raley's/Bel Air Mart/Nob Hill General Store, Inc.",California,PHYS,medical,10124.0,"Location of breached information: Laptop
Business associate present: No
",2018,0.0,0.0
6155,HealthFitness,Illinois,DISC,medical,614.0,"Location of breached information: Other
Business associate present: Yes
",2018,0.0,0.0
6156,Dallas County Mental Health Mental Retardation Center dba Metrocare Services,Texas,HACK,medical,1804.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6157,"Oprex Surgery (Baytown), L.P. d/b/a Altus Baytown Hospital",Texas,HACK,medical,40000.0,"Location of breached information: Desktop Computer, Network Server
Business associate present: No
",2018,0.0,0.0
6158,Inova Health System,Virginia,PHYS,medical,12331.0,"Location of breached information: Electronic Medical Record, Paper/Films
Business associate present: No
",2018,0.0,0.0
6159,Rollins Brook Community Hospital,Texas,PHYS,medical,5019.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,0.0,0.0
6160,Summit Medical Group,New Jersey,PHYS,medical,525.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,0.0,0.0
6161,FHN Family Counseling Center,Illinois,PHYS,medical,4458.0,"Location of breached information: Laptop
Business associate present: No
",2018,0.0,0.0
6162,Veterans Health Administration,District Of Columbia,DISC,medical,19254.0,"Location of breached information: Paper/Films
Business associate present: Yes
",2018,0.0,0.0
6163,"Southwest Washington Regional Surgery Center, LLC",Washington,HACK,medical,2393.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6164,Utah Healing Center,Utah,DISC,medical,543.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,0.0,0.0
6165,SUNY Upstate Medical University,New York,DISC,medical,1216.0,"Location of breached information: Electronic Medical Record
Business associate present: No
",2018,0.0,0.0
6166,"James R. Etzkorn, MD",Missouri,HACK,medical,6845.0,"Location of breached information: Network Server
Business associate present: No
",2018,0.0,0.0
6167,"American Medical Response, Inc.",Texas,HACK,medical,912.0,"Location of breached information: Email
Business associate present: Yes
",2018,0.0,0.0
6168,Arthritis & Osteoporosis Consultants of the Carolinas,North Carolina,PHYS,medical,3930.0,"Location of breached information: Paper/Films
Business associate present: No
",2018,0.0,0.0
6169,San Mateo Medical Center,California,DISC,medical,5000.0,"Location of breached information: Other
Business associate present: No
",2018,0.0,0.0
6170,Center for Vitreo-Retinal Diseases,Illinois,DISC,medical,20371.0,"Location of breached information: Network Server
Business associate present: No
",2018,0.0,0.0
6171,"New York Oncology Hematology, P.C.",New York,HACK,medical,128400.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6172,"Georgia Spine & Orthopaedics of Atlanta, LLC",Georgia,HACK,medical,7012.0,"Location of breached information: Email
Business associate present: No
",2018,0.0,0.0
6173,"Texas VSI, LLC",Texas,HACK,medical,500.0,"Location of breached information: Network Server
Business associate present: Yes
",2018,0.0,0.0
6174,"HealthEquity, Inc.",Utah,HACK,medical,165800.0,"Location of breached information: Email
Business associate present: Yes
",2018,0.0,0.0
